Market,Property,Historical Weekly Avg Entrants,Year of Date,Date,Total Entrants
US - Rock Center,1230 Avenue of the Americas,2000,2020,12/4/2020,135
US - Rock Center,1230 Avenue of the Americas,2000,2020,12/3/2020,134
US - Rock Center,1230 Avenue of the Americas,2000,2020,12/2/2020,144
US - Rock Center,1230 Avenue of the Americas,2000,2020,12/1/2020,125
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/30/2020,115
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/27/2020,23
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/26/2020,0
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/25/2020,77
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/24/2020,117
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/23/2020,111
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/20/2020,100
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/19/2020,155
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/18/2020,156
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/17/2020,142
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/16/2020,143
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/13/2020,136
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/12/2020,151
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/11/2020,137
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/10/2020,154
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/9/2020,143
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/6/2020,110
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/5/2020,112
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/4/2020,97
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/3/2020,128
US - Rock Center,1230 Avenue of the Americas,2000,2020,11/2/2020,133
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/30/2020,98
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/29/2020,143
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/28/2020,171
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/27/2020,165
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/26/2020,145
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/23/2020,144
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/22/2020,201
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/21/2020,189
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/20/2020,173
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/19/2020,133
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/16/2020,121
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/15/2020,165
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/14/2020,172
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/13/2020,157
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/12/2020,100
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/9/2020,132
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/8/2020,156
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/7/2020,159
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/6/2020,169
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/5/2020,136
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/2/2020,130
US - Rock Center,1230 Avenue of the Americas,2000,2020,10/1/2020,159
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/30/2020,151
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/29/2020,127
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/28/2020,113
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/25/2020,116
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/24/2020,205
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/23/2020,181
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/22/2020,163
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/21/2020,152
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/18/2020,135
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/17/2020,139
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/16/2020,143
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/15/2020,139
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/14/2020,144
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/11/2020,120
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/10/2020,130
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/9/2020,106
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/8/2020,104
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/7/2020,6
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/4/2020,82
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/3/2020,120
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/2/2020,112
US - Rock Center,1230 Avenue of the Americas,2000,2020,9/1/2020,90
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/31/2020,96
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/28/2020,76
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/27/2020,83
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/26/2020,79
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/25/2020,73
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/24/2020,61
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/21/2020,58
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/20/2020,87
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/19/2020,94
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/18/2020,90
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/17/2020,87
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/14/2020,89
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/13/2020,73
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/12/2020,87
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/11/2020,79
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/10/2020,72
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/7/2020,64
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/6/2020,88
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/5/2020,83
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/4/2020,68
US - Rock Center,1230 Avenue of the Americas,2000,2020,8/3/2020,72
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/31/2020,55
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/30/2020,26
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/29/2020,90
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/28/2020,84
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/27/2020,70
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/24/2020,71
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/23/2020,67
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/22/2020,71
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/21/2020,63
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/20/2020,60
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/17/2020,59
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/16/2020,63
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/15/2020,62
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/14/2020,64
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/13/2020,52
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/10/2020,58
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/9/2020,73
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/8/2020,63
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/7/2020,69
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/6/2020,47
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/3/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/2/2020,51
US - Rock Center,1230 Avenue of the Americas,2000,2020,7/1/2020,48
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/30/2020,42
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/29/2020,45
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/26/2020,52
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/25/2020,36
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/24/2020,43
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/23/2020,37
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/22/2020,33
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/19/2020,36
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/18/2020,41
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/17/2020,37
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/16/2020,34
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/15/2020,31
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/12/2020,36
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/11/2020,30
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/10/2020,33
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/9/2020,26
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/8/2020,26
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/5/2020,21
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/4/2020,35
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/3/2020,21
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/2/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,6/1/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/29/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/28/2020,12
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/27/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/26/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/25/2020,1
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/22/2020,29
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/21/2020,23
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/20/2020,23
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/19/2020,22
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/18/2020,27
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/15/2020,0
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/14/2020,17
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/13/2020,21
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/12/2020,22
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/11/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/8/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/7/2020,20
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/6/2020,18
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/5/2020,17
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/4/2020,21
US - Rock Center,1230 Avenue of the Americas,2000,2020,5/1/2020,14
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/30/2020,8
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/29/2020,20
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/28/2020,20
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/27/2020,18
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/24/2020,19
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/23/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/22/2020,20
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/21/2020,13
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/20/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/17/2020,17
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/16/2020,20
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/15/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/14/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/13/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/10/2020,19
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/9/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/8/2020,18
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/7/2020,13
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/6/2020,14
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/3/2020,15
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/2/2020,13
US - Rock Center,1230 Avenue of the Americas,2000,2020,4/1/2020,17
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/31/2020,25
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/30/2020,19
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/27/2020,24
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/26/2020,16
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/25/2020,31
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/24/2020,39
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/23/2020,37
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/20/2020,80
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/19/2020,91
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/18/2020,125
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/17/2020,147
US - Rock Center,1230 Avenue of the Americas,2000,2020,3/16/2020,160
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/31/2021,38
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/30/2021,61
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/29/2021,72
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/28/2021,69
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/27/2021,72
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/24/2021,45
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/23/2021,84
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/22/2021,141
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/21/2021,172
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/20/2021,207
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/17/2021,266
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/16/2021,461
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/15/2021,553
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/14/2021,585
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/13/2021,489
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/10/2021,391
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/9/2021,687
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/8/2021,685
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/7/2021,730
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/6/2021,588
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/3/2021,392
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/2/2021,647
US - Rock Center,1230 Avenue of the Americas,2000,2021,12/1/2021,594
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/30/2021,605
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/29/2021,503
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/26/2021,58
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/25/2021,0
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/24/2021,234
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/23/2021,468
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/22/2021,460
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/19/2021,387
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/18/2021,681
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/17/2021,691
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/16/2021,726
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/15/2021,588
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/12/2021,428
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/11/2021,618
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/10/2021,731
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/9/2021,706
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/8/2021,569
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/5/2021,422
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/4/2021,631
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/3/2021,666
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/2/2021,659
US - Rock Center,1230 Avenue of the Americas,2000,2021,11/1/2021,550
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/29/2021,354
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/28/2021,642
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/27/2021,631
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/26/2021,398
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/25/2021,475
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/22/2021,346
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/21/2021,588
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/20/2021,587
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/19/2021,611
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/18/2021,497
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/15/2021,364
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/14/2021,593
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/13/2021,600
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/12/2021,588
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/11/2021,393
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/8/2021,341
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/7/2021,517
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/6/2021,509
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/5/2021,535
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/4/2021,415
US - Rock Center,1230 Avenue of the Americas,2000,2021,10/1/2021,360
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/30/2021,528
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/29/2021,580
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/28/2021,491
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/27/2021,493
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/24/2021,373
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/23/2021,502
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/22/2021,520
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/21/2021,516
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/20/2021,483
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/17/2021,390
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/16/2021,449
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/15/2021,496
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/14/2021,500
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/13/2021,448
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/10/2021,345
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/9/2021,462
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/8/2021,482
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/7/2021,404
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/6/2021,0
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/3/2021,225
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/2/2021,313
US - Rock Center,1230 Avenue of the Americas,2000,2021,9/1/2021,394
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/31/2021,432
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/30/2021,337
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/27/2021,255
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/26/2021,383
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/25/2021,399
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/24/2021,422
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/23/2021,292
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/20/2021,276
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/19/2021,401
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/18/2021,418
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/17/2021,417
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/16/2021,359
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/13/2021,228
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/12/2021,347
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/11/2021,427
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/10/2021,431
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/9/2021,355
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/6/2021,315
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/5/2021,338
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/4/2021,436
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/3/2021,471
US - Rock Center,1230 Avenue of the Americas,2000,2021,8/2/2021,392
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/30/2021,233
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/29/2021,450
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/28/2021,483
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/27/2021,481
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/26/2021,394
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/23/2021,279
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/22/2021,464
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/21/2021,534
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/20/2021,484
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/19/2021,503
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/16/2021,264
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/15/2021,434
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/14/2021,394
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/13/2021,363
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/12/2021,310
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/9/2021,261
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/8/2021,385
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/7/2021,372
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/6/2021,360
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/5/2021,0
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/2/2021,188
US - Rock Center,1230 Avenue of the Americas,2000,2021,7/1/2021,308
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/30/2021,369
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/29/2021,337
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/28/2021,285
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/25/2021,195
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/24/2021,368
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/23/2021,371
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/22/2021,342
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/21/2021,287
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/18/2021,176
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/17/2021,326
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/16/2021,367
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/15/2021,351
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/14/2021,302
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/11/2021,212
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/10/2021,382
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/9/2021,336
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/8/2021,337
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/7/2021,288
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/4/2021,214
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/3/2021,319
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/2/2021,367
US - Rock Center,1230 Avenue of the Americas,2000,2021,6/1/2021,272
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/31/2021,0
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/28/2021,190
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/27/2021,291
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/26/2021,325
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/25/2021,280
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/24/2021,256
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/21/2021,207
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/20/2021,291
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/19/2021,299
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/18/2021,287
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/17/2021,257
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/14/2021,209
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/13/2021,323
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/12/2021,308
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/11/2021,318
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/10/2021,261
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/7/2021,214
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/6/2021,293
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/5/2021,291
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/4/2021,290
US - Rock Center,1230 Avenue of the Americas,2000,2021,5/3/2021,245
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/30/2021,229
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/29/2021,273
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/28/2021,279
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/27/2021,290
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/26/2021,245
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/23/2021,217
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/22/2021,192
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/21/2021,190
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/20/2021,211
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/19/2021,164
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/16/2021,143
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/15/2021,177
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/14/2021,161
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/13/2021,172
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/12/2021,146
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/9/2021,124
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/8/2021,157
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/7/2021,154
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/6/2021,160
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/5/2021,124
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/2/2021,78
US - Rock Center,1230 Avenue of the Americas,2000,2021,4/1/2021,140
